doi,title,date,type,is_oa,oa_status,cited_by,ml_score,bd_score,survey,authors,abstract_snippet
10.1186/s40537-025-01353-w,Novel transformer models for wheat disease classification with explainable insights,2026-02-10,article,True,gold,0,8,1,0,amira abdelatey; Adel Abdallah Abdou; Hatem Mohammed; Gamal Farouk Elhady,Abstract Wheat is one of the most critical staple crops globally and its productivity is severely threatened by various foliar diseases. These diseases leading to substantial economic and food security challenges. Accurate and early automated wheat disease classification is vital
10.1186/s40537-026-01459-9,Optimized fusion of spatio-temporal data for large scale construction project valuation: an attention-fused RNN-GCN model on big investment data,2026-05-14,article,True,gold,0,5,4,0,Onur Behzat Tokdemir; Fatemeh Mostofi; Vedat Toğan; Fethi Kadıoğlu,"Construction project management requires precise, context-rich decision-making under evolving conditions, demanding models that can dynamically integrate time-dependent trends and relational structures of information. Studies have shown the potential of network-based and integrat"
10.1186/s40537-026-01466-w,3DcGanAE: a residual conditional generative model for high‑resolution geospatial data processing and downscaling,2026-05-20,article,True,gold,0,7,2,0,Amir Aieb; Antonio Liotta; Alexander Jacob; Muhammad Azfar Yaqub; Imene Kichah; Khodir Madani,"High-resolution geospatial data are essential for capturing fine-scale climate processes, but generating them through physically based models is computationally intensive, especially at continental and global scale. Standardising climate indicies further increases this burden and"
10.1186/s40537-026-01516-3,Machine learning and deep learning techniques for effective supply chain management,2026-08-05,article,True,gold,0,8,1,0,Mahmoud M. A. AbdEllatif; Samah Ibrahim Abdel Aal,"The growth in data volume and complexity of decision-making create the need for new data analytics methods, such as machine learning (ML) and deep learning (DL), which are critical for improving various tasks in supply chain management (SCM). Recent studies have highlighted the b"
10.1186/s40537-026-01511-8,Deep learning-enabled hybrid sensor network for intelligent underwater monitoring,2026-08-06,article,True,gold,0,8,1,0,Walaa M. Elsayed,"Abstract The increasing prevalence of marine pollution and the escalating impacts of climate change have intensified the need for advanced underwater monitoring systems capable of operating reliably in harsh subsea environments. However, underwater environmental monitoring remain"
10.1186/s40537-026-01497-3,Machine learning-based multi-model framework for football team optimization,2026-08-20,article,True,gold,0,8,1,0,Keshav Kaushik; Sushila Sonare; Ruchi Jain; Praveen Kumar Mannepalli; Gunjan Chhabra; Achyut Shankar,Football is a sport that enjoys massive popularity and at the same time it is a huge financial market. The worth of football players in the market nowadays has a tendency of being on a constant rise. The use of computer science in sports analysis has totally transformed the proce
10.1186/s40537-025-01104-x,A survey of reinforcement and deep reinforcement learning for coordination in intelligent traffic light control,2025-04-07,article,True,gold,34,7,1,1,Aicha Saadi; Noreddine Abghour; Zouhair Chiba; Khalid Moussaid; Saadi Ali,"Intelligent traffic signal control is required for a transportation system to function properly. In contrast to existing traffic signals, where rules are typically developed manually, an intelligent traffic signal control system should dynamically adapt to real-time traffic. The "
10.1186/s40537-025-01108-7,Machine learning in biomedical and health big data: a comprehensive survey with empirical and experimental insights,2025-03-07,article,True,gold,33,4,4,1,Kamal Taha,"This article delves into the application of machine learning within the realm of biomedical and health big data. We present both empirical and experimental assessments of diverse machine learning methodologies, providing a comprehensive examination of current techniques in big da"
10.1186/s40537-025-01201-x,Advancement in public health through machine learning: a narrative review of opportunities and ethical considerations,2025-07-04,review,True,gold,21,7,1,1,Sumit Singh Dhanda; Deepak Panwar; Chia‐Chen Lin; Tarun Kumar Sharma; Deependra Rastogi; Shantanu Bindewari,"This narrative review presents a comprehensive and state-of-the-art synthesis of how machine learning (ML) is transforming public health through enhanced prediction, personalized treatment, real-time surveillance, and intelligent resource optimization. Drawing from 170 peer-revie"
10.1186/s40537-025-01291-7,Crypto foretell: a novel hybrid attention-correlation based forecasting approach for cryptocurrency,2025-10-08,article,True,gold,8,7,1,0,Rabbiya Younas; Hafiz Muhammad Raza Ur Rehman; Gyu Sang Choi,"Cryptocurrencies function as a digital exchange medium operating on network-based technology, where records are secured using cryptographic algorithms such as Secure Hash Algorithm 2 (SHA-2) and Message Digest 5 (MD5). These cryptocurrencies utilize blockchain technology to provi"
10.1186/s40537-025-01191-w,Photograph-based machine learning approach for automated detection and differentiation of aerial blight disease in soybean crops,2025-06-05,article,True,gold,6,7,1,0,Mukta Nainwal; Anurag Satpathi; Saqib Shamsi; Ali Salem; Ajeet Singh Nain; Dinesh Kumar Vishwakarma,"Abstract Timely identification and management of plant diseases are critical for sustaining crop yields and ensuring food security. This study proposes an innovative approach to detect Rhizoctonia aerial blight (RAB) caused by Rhizoctonia solani, a prevalent disease-causing subst"
10.1186/s40537-025-01216-4,Predicting tennis match outcomes mid-game using machine learning on psychological and physical data,2025-07-08,article,True,gold,3,7,1,0,Boyuan Li; Zihui Deng; Gaurav Gupta; Jinger Li; Yixuan Miao,"Predicting game outcomes has significantly garnered the interest of researchers in recent years. The role of player performance is integral in-game analytics, impacting the interpretation and results of the analysis. Our work presents an AI for Science (AI4Sci) method to use real"
10.1186/s40537-026-01414-8,A novel stacking-based ensemble machine learning model for accurate user story effort estimation in scrum,2026-04-06,article,True,gold,3,7,1,0,Iman Fatima; Maria Rasheed; Darain Fatima; Muhammad Maaz Hamid; Ines Hilali Jaghdam; Ammar T. Zahary,"Effort estimation remains a persistent challenge in agile software development, particularly at the user story level where iterative delivery is emphasized. Inaccurate estimations can result in misallocated resources, budget overruns, and project delays. This research introduces "
10.1186/s40537-025-01162-1,Big data in human behavior research: a contextual turn,2025-04-19,article,True,gold,2,2,6,0,Jun Liu; Xianwen Kuang; Simon Schweighofer,"From behaviorial insights to big data and back againThe widespread adoption and development of digital tracking technologies and Big Data analytics have fundamentally transformed how we study human behaviour (see Favaretto, De Clercq, Schneble, & Elger [13] for a critical discuss"
10.1186/s40537-025-01172-z,"Data science, big data, and machine learning are coming of age",2025-07-09,article,True,gold,1,4,4,0,Borko Furht; Taghi M. Khoshgoftaar,"Celebrating a Decade of the Journal of Big DataIn 2014, we launched Springer's Journal of Big Data, one of the first scholarly journals dedicated to the rapidly emerging fields of data science and machine learning.Now, over a decade later, we are proud to see our journal consiste"
10.1186/s40537-025-01258-8,Mamba-optimized transformer framework with dynamic deformation fields for real-time medical image registration,2025-10-14,article,True,gold,1,4,4,0,Muhammad Kashif Jabbar; Huang Jianjun; Ayesha Jabbar; Tariq Mahmood; Sajid Ali,"This paper presents a novel framework for real-time medical image registration that synergistically combines Mamba optimization, dynamic deformation fields, and transformer-based architectures. The proposed framework addresses key challenges in the field by achieving a balance be"
10.1186/s40537-025-01356-7,A secure and high-accuracy indoor positioning system using deep temporal fusion transformer and Galois field encryption,2026-02-03,article,True,gold,0,5,3,0,Mohammad Mazyad Hazzazi; Piyush Kumar Shukla; Prashant Kumar Shukla; Zaid Bassfar; Amer Aljaedi; Mohd Asif Shah,"Indoor Positioning Systems (IPS) have garnered substantial interest due to their critical role in navigation, asset tracking, and security applications. However, conventional IPS technologies often face significant limitations in accuracy, security, and scalability, especially in"
10.1186/s40537-025-01332-1,A robust framework for clinically interpretable hypothyroidism diagnosis with Polynomial-SHAP and DeepSeqNet,2026-03-10,article,True,gold,0,5,3,0,Chukwuebuka Joseph Ejiyi; Francis Ofoma Eze; Md Altab Hossin; Esther Stacy E. B. Aggrey; Makuachukwu Bennedith Ejiyi; Dongsheng Cai,"Hypothyroidism is a widespread endocrine disorder characterized by vague and non-specific symptoms, making early diagnosis particularly challenging. The increasing availability of large-scale clinical data presents an opportunity to develop robust, data-driven diagnostic systems."
10.1186/s40537-026-01408-6,A novel three-dimensional deep learning approach for auditing gait scores of individual broiler chickens,2026-03-12,article,True,gold,0,6,2,0,Ehsan Asali; Guoming Li; Tongshuai Liu; Chongxiao Chen; Mahtab Saeidifar; Venkat Umesh Chandra Bodempudi,"Manually auditing gait scores of broiler chickens is labor-intensive and subjective, necessitating the development of an automated and objective alternative. This study presents a novel three-dimensional (3D) deep learning pipeline to assess the walking ability of broilers by pre"
10.1186/s40537-026-01402-y,NeuroTLEDNet: a novel artificial intelligence with squirrel reptilian optimization (SRO) and TLE-SegNet+ for early detection of temporal lobe epilepsy from medical imaging,2026-05-19,article,True,gold,0,7,1,0,Sunil Kumar Sharma; Ahmed I. Alutaibi; Ghanshyam G. Tejani; Fuzail Ahmad; Pankaj Kumar,"Temporal Lobe Epilepsy (TLE), a very common type of focal epilepsy, requires early and precise identification to enable prompt treatment and enhance patient outcomes. Traditional methods of detection, most notably manual MRI interpretation, tend to be time-consuming, subjective, "
10.1186/s40537-026-01566-7,Style-aware digital media art recommendation based on multimodal big data and graph learning,2026-09-14,article,True,gold,0,5,3,0,Yanru He; Jinxi Wei; Guixia Zhang,"Recommending digital media artworks to users is more difficult than recommending general products for two reasons: user preference depends on artistic style as well as content, and interaction records are typically sparse. Existing multimodal recommendation methods treat visual f"
10.1186/s40537-025-01099-5,Adapting security and decentralized knowledge enhancement in federated learning using blockchain technology: literature review,2025-03-05,article,True,gold,71,6,1,1,Menna Mamdouh Orabi; O. E. Emam; Hanan Fahmy,"Abstract Federated Learning (FL) is a promising form of distributed machine learning that preserves privacy by training models locally without sharing raw data. While FL ensures data privacy through collaborative learning, it faces several critical challenges. These include vulne"
10.1186/s40537-024-01038-w,Advancing hospital healthcare: achieving IoT-based secure health monitoring through multilayer machine learning,2025-01-03,article,True,gold,50,5,2,0,Ke Qi,Abstract Background Data based clinical decision support system is a boon for health care monitoring. Smart healthcare monitoring systems play a vital role in the early diagnosis and detection of the physical and mental health of patients. The smart clinical IoT (C-IoT) systems a
10.1186/s40537-024-01051-z,Correlation-based feature selection of single cell transcriptomics data from multiple sources,2025-01-06,article,True,gold,8,5,2,0,Nenad S. Mitić; Saša N. Malkov; Mirjana Maljković; Aleksandar Veljković; Ivan Čukić; Xin Lin,"When applying data mining or machine learning techniques to large and diverse datasets, it is often necessary to construct descriptive and predictive models. Descriptive models are used to discover relationships between the attributes of the data while predictive models identify "
10.1186/s40537-025-01138-1,Data-driven approaches for predicting Tommy John Surgery risk in major league baseball pitchers,2025-04-11,article,True,gold,8,4,3,0,Bosuk Kang; Minsu Park; Ángel P. del Pobil; Eunil Park,"Injury management is critical in all sports, directly impacting player performance. Baseball players are particularly susceptible to injuries, as players often compete in 5 to 7 games per week, placing continuous strain on their bodies. Among various injuries, Tommy John Surgery "
10.1186/s40537-025-01146-1,Towards a minimum universal features set for IoT DDoS attack detection,2025-04-11,article,True,gold,8,2,5,0,Osama Ebrahem; Salah Dowaji; Suhel Alhammoud,"Dimensionality reduction is one basic and critical technology for data mining, especially in the current “big data” era. It is the process of reducing the number of features (or dimensions) in a dataset while retaining as much information as possible. This can be done for a varie"
10.1186/s40537-025-01299-z,COLLAR: combating low-rank temporal latent representation for high-dimensional multivariate time series prediction using dynamic Koopman regularization,2025-11-21,article,True,gold,7,2,5,0,Qifa Peng; Simin An; Siyu Nie; Yong Su,"Recent advancements in high-dimensional multivariate time series forecasting have yielded promising outcomes by effectively capturing temporal dynamics within a low-dimensional latent subspace. Recurrent Neural Networks (RNNs), particularly Gated Recurrent Units (GRUs), excel at "
10.1186/s40537-025-01060-6,GeoTemporal clustering for aquifer delineation: a big data approach to synchronizing and analyzing variable-length groundwater time series,2025-02-05,article,True,gold,6,4,3,0,Khalid ElHaj; Dalal Alshamsi,"Abstract Groundwater is a vital global resource. However, mapping aquifers remains challenging, particularly in developing nations. This study proposes a novel methodology for aquifer delineation using time-series clustering of groundwater-level data. The modular clustering frame"
10.1186/s40537-025-01222-6,Combining review elements for modelling various multi-criteria collaborative recommendation models,2025-07-09,article,True,gold,5,5,2,1,Sumaia Mohammed Al-Ghuribi; Shahrul Azman Mohd Noah; Sabrina Tiun; Mawal A. Mohammed; Nur Izyan Yasmin Saat,"Traditional single-criterion recommender systems rely on overall ratings, failing to capture accurate user preferences. While multi-criteria recommender systems (MCRSs) address this by leveraging explicit or implicit criteria, existing studies predominantly focus on single review"
10.1186/s40537-025-01126-5,A novel dynamic weighted prediction framework with stability-enhanced dynamic thresholding feature selection for neurodegenerative disease detection using gait features,2025-04-15,article,True,gold,2,6,1,0,Diksha Giri; Ranjit Panigrahi; Samrat Singh Bhandarı; Moumita Pramanik; Akash Kumar Bhoi; Victor Hugo C. de Albuquerque,"Gait dynamics are widely used to diagnose neurodegenerative illnesses like ALS, Parkinson’s, and Huntington’s. Cognitive bias might hinder clinical assessments and early detection. Machine learning may help detect aberrant gait patterns early. A novel ensemble classifier, the Dyn"
10.1186/s40537-026-01418-4,Investigating the role of conversational agents in augmented cultural heritage tours,2026-04-04,article,True,gold,2,6,1,0,Andrea Loretti; Valentine Bernasconi; Pasquale Cascarano; Alessio Troffei; Mengting Lai; Luca Vitale,"Recent technological advancements in generative Artificial Intelligence (AI) models combined with Augmented Reality (AR) systems represent a new opportunity for cultural heritage valorization, particularly in the context of increasingly large, heterogeneous, and multimodal digita"
10.1186/s40537-025-01246-y,"Remote sensing image protection using CTRSU-Net, SegNet + and ensemble learning",2025-07-21,article,True,gold,1,6,1,0,De Li; Chao Song; Xun Jin,"The copyright protection of remote sensing images still face challenges. The existing protection methods are vulnerable to image processing attacks. Therefore, we propose a new protection framework, specifically, through remote sensing image feature extraction and identification,"
10.1186/s40537-025-01361-w,Enhancing satellite-based rainfall estimation in arid regions through AI-driven data fusion,2026-02-03,article,True,gold,0,5,2,0,Mohamed Elkollaly; Faisal Baig; Nadeem Iqbal Kajla; MA Faiz; Haonan Chen; Mohsen Sherif,"Accurate precipitation estimation is crucial for hydrological modeling and water resource management, especially in arid and data-scarce regions like the UAE. This study presents an AI-driven data fusion framework to enhance satellite-based rainfall estimates by integrating three"
10.1186/s40537-026-01383-y,A Hybrid Spatio-Temporal transformer with Temporal Aggregation and Spatial Memory for traffic flow prediction,2026-03-18,article,True,gold,0,5,2,0,Linlong Chen; Linbiao Chen; Linbiao Chen; Linbiao Chen; Hongyan Wang,"Traffic flow prediction is a fundamental building block for Intelligent Transportation Systems (ITS), enabling proactive congestion mitigation, adaptive traffic signal control, and reliable route guidance. However, existing spatiotemporal forecasting models still face two practic"
10.1186/s40537-026-01420-w,Security risk management in the digital enterprise: enhancing cyber defense with large language models,2026-04-05,article,True,gold,0,6,1,0,Shaymaa E. Sorour; Shorouk E. El-deep; Abdulrahman Alojail; Samir A. E. Kahouf,"The rapid expansion of digital infrastructures has intensified cybersecurity challenges, necessitating adaptive and intelligence-driven approaches to risk management. This study addresses the gap between exploratory LLM-based cybersecurity research and deployment-oriented evaluat"
10.1186/s40537-026-01419-3,Visual big data mining: toward next-generation multi-label image annotation and retrieval using Quantum Firefly optimization,2026-04-14,article,True,gold,0,4,3,0,Lina J. Abu Shaheen; Saad M. Darwish; Oday Ali Hassen; Adel A. Elzoghabi,"Abstract This study presents a Quantum-Enhanced Firefly Algorithm (QFA)-based multi-level image annotation framework that integrates advanced Otsu thresholding, region-based feature extraction, and Bayesian multi-label classification. Images are segmented into meaningful regions "
10.1186/s40537-026-01488-4,TeMPO: A framework for longitudinal mapping of NBA player profiles,2026-07-16,article,True,gold,0,5,2,0,Marco Túlio M. Madeira; Luca Vassio; Alexandre Magno Sousa; Carlos H. G. Ferreira,"Abstract Basketball analytics increasingly relies on statistical modeling and machine learning to evaluate player performance and strategic dynamics. However, most existing approaches analyze player statistics in a static manner, overlooking the temporal dependencies that govern "
10.1186/s40537-026-01521-6,Smart surveillance systems: a transformer-based approach for recognizing suspicious activities,2026-08-10,article,True,gold,0,4,3,1,Bubryur Kim; Sri Preethaa K R; Yuvaraj Natarajan; Danushkumar Venkadesh; Rebeka Rachel Lukacs,"Amidst the expanding landscape of the Internet of Things (IoT), integrating intelligent surveillance systems within smart environments is crucial for enhancing public safety and security. This study presents a transformer-based activity recognition (TAR) system that leverages IoT"
10.1186/s40537-026-01520-7,A structured machine learning based framework for multidimensional data quality assessment,2026-08-12,article,True,gold,0,4,3,0,Mehdi Yalaoui; Saïda Boukhedouma,"In the context of modern big data environments, traditional data quality (DQ) assessment methods (such as business rule-based methods, threshold-based validation, constraint checking, or DAMA) face significant limitations in terms of automation, adaptability and scalability. Also"
10.1186/s40537-026-01552-z,LAPO: LLM-enhanced adaptive pathway optimization for complex query tasks on key-value stores,2026-08-25,article,True,gold,0,5,2,0,Yanfeng Chai; Xiang Li; Qiang Zhang; Jiake Ge; Xin Wang,"LSM-tree-based KV-stores have become the core storage engine of databases due to their write performance and scalability in the era of big data. However, the multi-layered structure and KV paradigm lead to substantial performance bottlenecks during read operations, particularly w"
10.1186/s40537-026-01547-w,MSSARN - multi-layer spectral-spatial attention based residual network for HSI classification,2026-08-27,article,True,gold,0,5,2,0,Uzair Aslam Bhatti; Mughair Aslam Bhatti; Huilin Jiang; Yonis Gulzar; Yazeed Yasin Ghadi; Ramazonov Khusniddin,"Abstract Hyperspectral imaging (HSI) presents several challenges in remote sensing, particularly in classification tasks. One significant challenge is the high dimensionality of HSI data, which includes hundreds of spectral bands. Another challenge is the spectral-spaatial comple"
10.1186/s40537-026-01532-3,Comment feedback optimization algorithm (CFOA)-optimized spatio-temporal graph networks for biomass forecasting and predictive maintenance support in renewable energy systems,2026-09-01,article,True,gold,0,5,2,0,El-Sayed M. El-kenawy; Doaa Sami Khafaga; Ebrahim A. Mattar; Marwa Radwan,"With the increasing demand for sustainable energy solutions, accurate biomass forecasting has become essential for optimizing renewable energy utilization and supporting system-level predictive maintenance and operational decision-making. However, the complexity and high dimensio"
10.1186/s40537-026-01557-8,ML-driven large-scale heterogeneous music-traffic data analysis,2026-09-12,article,True,gold,0,2,5,0,Ke Zhang; Achyut Shankar; Sang‐Bing Tsai; Wattana Viriyasitavat,"A personalized music recommendation system can construct a user’s music preference model based on the user’s historical music behaviors and recommend music that the user is interested in. Typically, users’ music preferences are divided into long and short-term preferences. The on"
10.1186/s40537-025-01289-1,"Enhanced ransomware attacks detection using feature selection, sensitivity analysis, and optimized hybrid model",2025-11-03,article,True,gold,46,3,3,0,Kun Zhang; Yetong Wang; Uzair Aslam Bhatti; Yu Zhou; Ming Jin,"Ransomware attacks pose a severe threat to organizations by exploiting security weaknesses, most often leading to colossal economic and information loss. There is a growing need for efficient and accurate predictive models to detect and prevent such attacks in real-time cybersecu"
10.1186/s40537-025-01195-6,Comprehensive review of federated learning challenges: a data preparation viewpoint,2025-06-23,article,True,gold,30,5,1,1,Nawraz Saeed; Mohamed Ashour; Maggie Mashaly,"Abstract Machine learning model accuracy, generalization, and reliability are greatly affected by the training data quality. High-quality data-characterized by completeness, consistency, accuracy, representativeness and homogeneity enables meaningful pattern learning and robust p"
10.1186/s40537-025-01346-9,A review of machine learning with small and limited data,2026-01-16,article,True,gold,30,5,1,1,M. Z. Naser,"Abstract The abundance of large datasets has driven machine learning (ML) model performance and scalability breakthroughs. However, many domains and practical applications must contend with the limitations imposed by small and very small datasets. This survey thoroughly examines "
10.1186/s40537-025-01066-0,Binary plant rhizome growth-based optimization algorithm: an efficient high-dimensional feature selection approach,2025-01-26,article,True,gold,13,2,4,0,Jin Zhang; Yan Fu; Jianqiang Yang,"Feature selection is a pivotal research area within machine learning, tasked with pinpointing the essential subset of features from a broad array that critically influences a model’s predictive capabilities. This process enhances model precision and drastically lowers the computa"
10.1186/s40537-025-01272-w,An optimized hybrid ensemble machine learning model combining multiple classifiers for detecting advanced persistent threats in networks,2025-08-30,article,True,gold,12,5,1,0,Nadim Ibrahim; N.R. Rajalakshmi; V. Sivakumar; L. Sharmila,"Abstract Advanced Persistent Threats (APTs) are among the most dangerous cyberattacks due to their stealth, persistence, and ability to evade traditional intrusion detection systems. This study proposes a novel and optimized hybrid ensemble-based machine learning model for detect"
10.1186/s40537-025-01073-1,Towards scalable medical image compression using hybrid model analysis,2025-02-22,article,True,gold,11,2,4,0,Shunlei Li; Jiajie Lu; Yingbai Hu; Leonardo S. Mattos; Zheng Li,"Abstract The exponential growth in medical image generation poses significant challenges for storage and management. Lossless compression of medical images is essential to reduce storage demands while ensuring image quality is preserved. Wavelet-based compression techniques, wide"
10.1186/s40537-025-01226-2,Surface defect detection on bolt surface using a real-time fine-tuned YOLOv6 model,2025-07-26,article,True,gold,9,2,4,0,Chhaya Gupta; Nasib Singh Gill; Preeti Gulia; Faeiz M. Alserhani; Piyush Kumar Shukla; J Shreyas,"Abstract Assessing metallic components for surface imperfections is essential for ensuring product quality, enhancing manufacturing efficiency, and reducing expenses. Detecting minor surface imperfections is essential for guaranteeing the reliability and safety of metal component"
10.1186/s40537-025-01300-9,A multimodal fusion model for real-time environment emotion recognition using audio-visual-textual features,2025-11-18,article,True,gold,8,2,4,0,Chhaya Gupta; Nasib Singh Gill; Preeti Gulia; Abhinav Kumar; Hanen Karamti; Demmelash Mollalign Moges,"Multimodal combines multiple modalities to create insightful conclusions or to make more precise predictions. Nowadays, the multimodal concept is used to identify human emotions precisely. This study proposes a three-stage novel M-fusHER (Multimodal fusion Human Emotion Recogniti"
10.1186/s40537-025-01075-z,Supervised contrastive pre-training models for mammography screening,2025-02-05,article,True,gold,5,5,1,0,Zhenjie Cao; Zhuo Deng; Zhicheng Yang; Jie Ma; Lan Ma,"Breast cancer is now the most deadly cancer worldwide. Mammography screening is the most effective method for early detection and diagnosis of breast cancer. Due to the lack of labeled mammograms, building an AI system for mammography screening often relies heavily on human-desig"
10.1186/s40537-025-01238-y,"Optimization of EEG-based wheelchair control: machine learning, feature selection, outlier management, and explainable AI",2025-07-17,article,True,gold,5,5,1,0,A. Hamed; Abdel-Fattah Attia; Heba El-Behery,"Abstract Classifying Electroencephalogram (EEG) signals for wheelchair navigation presents significant challenges due to high dimensionality, noise, outliers, and class imbalances. This study proposes an optimized classification framework that evaluates ten machine learning (ML) "
10.1186/s40537-025-01144-3,PF-PSS: a double-layer parallel embedded feature selection method for cancer gene expression data,2025-05-30,article,True,gold,3,1,5,0,Yu-Wei Song; Jie‐Sheng Wang; Yuliang Qi; Yucai Wang; Shihua Li; Hao-Ming Song,"The primary challenge in diagnosing cancer subtypes lies in the high dimensionality and sample imbalance of cancer gene expression data, which complicates accurate diagnosis from such complex datasets. To address the issues of feature selection (FS) and cancer subtype diagnosis f"
10.1186/s40537-025-01286-4,Emergency hospital selection in Peshawar using fractional Diophantine neural network for risky decision-making,2025-11-04,article,True,gold,2,4,2,0,Muhammad Bilal; Muhammad Nawaz; Saleem Abdullah; Nawab Ali,"Abstract In emergency medical scenarios, rapid and accurate hospital selection is crucial, especially in densely populated urban areas like Peshawar, Pakistan. This study proposes a novel hybrid decision-making model called the Fractional Diophantine Fuzzy Neural Network (FDFNN),"
10.1186/s40537-025-01096-8,Machine learning-based interactive dynamic resilience assessment for complex hydropower systems,2025-02-22,article,True,gold,2,4,2,0,Vladimir Milivojević; Vukašin Ćirović; Milan Stojković; Uroš Mirković; Vladan Kuzmanović; Nikola Milivojević,"Complex hydropower systems are vital infrastructure in modern societies. Because of the risks associated with the operation of hydropower plants and dam structures, it is necessary to assess the dynamic resilience of these systems by considering the effects of faulty equipment an"
10.1186/s40537-025-01287-3,Facial emotion recognition using deep Siamese neural networks: multi-classifier fusion for single-emotion and multi-emotion models across age groups,2025-09-26,article,True,gold,1,5,1,0,Tejas Rathod; Shruti Patil; Aniket K. Shahade; Prachi Kadam; Ambarish Kulkarni,"This research examines facial expressions as social cues in online platforms, focusing on online learning and remote work. Our high-accuracy emotion recognition framework is designed for post-session evaluation, aiding teaching strategies and identifying students needing support "
10.1186/s40537-026-01428-2,Predictive modeling for auto repossession success: a comparative evaluation,2026-05-13,article,True,gold,1,5,1,0,Andy Sinclair; Preston Billion-Polak; Taghi M. Khoshgoftaar,"Predicting whether a vehicle repossession will succeed can save lenders time and money, yet data and analytical models for this task are limited. This study develops and evaluates machine learning models to estimate the likelihood that a repossession assignment will result in veh"
10.1186/s40537-025-01142-5,Evaluation of predictive performance of modeling hyperuricemia using medical big data: comparison of data preprocessing methods,2025-04-03,article,True,gold,0,1,5,0,Luwei Li; Xian Huang; Cijin Yan; Shan He; Sishuai Cheng; Wenjie Yang,"Using medical big data from two large-scale populations, a prediction model for continuous variables of raw data and a prediction model for categorical variables after assignment were constructed to evaluate the performance of the two forms of data preprocessing models. Partial p"
10.1186/s40537-025-01147-0,An accuracy-privacy optimization framework considering user’s privacy requirements for data stream mining,2025-06-04,article,True,gold,0,1,5,0,Waruni Hewage; Roopak Sinha; M. Asif Naeem,"Data stream mining is a critical process utilized by organizations to derive insights from real-time data. Consequently, preserving the privacy of sensitive information while maintaining high accuracy remains a persistent challenge. Privacy-preserving data mining techniques modif"
10.1186/s40537-026-01371-2,Sentiment-informed causal reinforcement learning for solar energy policy optimization,2026-02-07,article,True,gold,0,5,1,0,Asif Jabbar; Jingbo Yuan; Salma Idris; Dr. Muhammad Tariq Khan; Tariq Mahmood,Designing effective solar energy policies requires adaptive decision-making that accounts for both socioeconomic conditions and public perception. This paper proposes a sentiment-informed causal reinforcement learning framework for adaptive solar energy policy design. Public sent
10.1186/s40537-026-01389-6,Towards network subspace clustering using low-rank tensor singular value decomposition and graph-boosting,2026-03-11,article,True,gold,0,5,1,0,Jinquan Zhang; Yongqiang Gao,Network subspace clustering aims to uncover meaningful clusters of nodes by identifying low-dimensional subspaces embedded in complex and large-scale network data. Recent approaches have leveraged singular value decomposition and graph-boosting mechanisms to improve clustering pe
10.1186/s40537-026-01384-x,Data-driven ticket pricing in football: leveraging customer perceived value for revenue optimization,2026-03-17,article,True,gold,0,2,4,0,Rosa Arboretti; Nicolò Biasetton; Riccardo Ceccato; Alberto Molena; Luigi Salmaso,"Football is among the most widely followed sports globally, with professional clubs evolving into complex business entities, and within this context, match ticket pricing strategies play a crucial role in revenue optimization. This paper aims to develop and validate a data-driven"
10.1186/s40537-026-01485-7,Reinforcement learning strategies in game tactics and real time decision making for team sport,2026-06-19,article,True,gold,0,4,2,0,Zhihui Lai; Haytham F. Isleem; Vikrant S. Vairagade; Rajanikanth Aluvalu; Ghanshyam G. Tejani; Mohamed Sharaf,"Complex team sports require sophisticated, rapid-dynamic decision-making schemas that adjust to tactical situations and adversarial behaviors. This makes tactically cohesive, field-applicable policies difficult. TACT-RLNet, a modular reinforcement learning framework based on cont"
10.1186/s40537-026-01496-4,Robust music recommendation in sparse data environment with edge-assisted similarity analysis,2026-07-08,article,True,gold,0,4,2,0,Yuchen Wen; Kaiwen Qiu; Yiqun Tan; Wenquan Huang,"Music streaming platforms frequently suffer from highly sparse user–item interactions, where many listeners provide only limited playback or skip behaviors. Such sparsity weakens the reliability of conventional similarity-based recommendation methods and often leads to unstable p"
10.1186/s40537-026-01503-8,Expandable decision-making states for multi-agent deep reinforcement learning in soccer tactical analysis,2026-07-29,article,True,gold,0,4,2,0,Kenjiro Ide; Taiga Someya; Kohei Kawaguchi; Keisuke Fujii,"Invasion team sports such as soccer produce a high-dimensional, strongly coupled state space as many players continuously interact on a shared field, challenging quantitative tactical analysis. Traditional rule-based analyses are intuitive, while modern predictive machine learnin"
10.1186/s40537-026-01526-1,Digital twin enabled federated reinforcement learning for energy efficient spectrum allocation in heterogeneous vehicular networks,2026-08-01,article,True,gold,0,5,1,0,Abdulrahman Mohammed Alamoudi; Abdullah S. Almansouri,"With the evolution of smart networked vehicles towards smart driving, smart cabin, and ecology, the modern Internet of Vehicles (IoV) has become a typical application of new quality productivity in the automotive industry. In IoV resource allocation, intelligent decisions require"
10.1186/s40537-025-01098-6,Exploring the future of privacy-preserving heart disease prediction: a fully homomorphic encryption-driven logistic regression approach,2025-02-27,article,True,gold,25,3,2,0,Vankamamidi S. Naresh; Sivaranjani Reddi,"Homomorphic Encryption (HE) offers a revolutionary cryptographic approach to safeguarding privacy in machine learning (ML), especially in processing sensitive healthcare data. This study aims to address the critical issue of privacy-preserving heart disease prediction by developi"
